('mihr', ['gâlib', 'ver', 'gül', 'çeşm', 'dil', 'aşk', 'cân', 'gel', 'zülf', 'leb'])
('nol', ['sâye', 'aşkın', 'mâh', 'sultân', 'ver', 'gâlib', 'himmet', 'mey', 'cân', 'âlem'])
('mukarrer', ['câdû', 'şâne', 'müdâm', 'efsâne', 'fazl', 'mestâne', 'şâhân', 'mînâ-yı', 'kulûb', 'meded'])
('ikrâr', ['iktidâr', 'hâbâb', 'makâm', 'sadâ', 'mis', 'şem', 'visâl', 'zahm', 'lâl', 'hôş'])
('dil', ['ver', 'gâlib', 'çeşm', 'aşk', 'kıl', 'cân', 'zülf', 'gül', 'gel', 'nûr'])
('tamâm', ['gâlib', 'kal', 'cân', 'gel', 'anı', 'nûr', 'gör', 'devlet', 'ver', 'dil'])
('kûs', ['sengîn', 'perî', 'kara', 'bî', 'cürm', 'cilve', 'git', 'sâf', 'bîgâne', 'gülgûn'])
('çalı', ['rüsvâ-yı', 'hâcegân', 'vâdî', 'mustafâ', 'olam', 'fânûs', 'şâne', 'na’t', 'şöhret', 'alın'])
('mükerrer', ['nihân', 'kâh', 'üstâd', 'es’ad', 'desem', 'sâgar', 'dîdâr', 'safha', 'perde', 'dîde'])
('şâdî', ['târîh', 'kayd', 'hezârân', 'kazâ', 'zahm', 'köhne', 'man', 'derle', 'eier', 'cûş'])
('bendegân', ['bedr', 'miyân', 'hevk', 'saltanat', 'letâfet', 'tehî', 'nâr', 'hum', 'açıp', 'gayb'])
('hil’at', ['bez', 'fermân', 'va’d', 'sâlik', 'mısra’', 'gez', 'nâhudâ', 'râst', 'sûzş', 'nakl'])
('efser', ['hâzret', 'ebr', 'hayâ', 'çerâg', 'nakş', 'bezm', 'çemen', 'dî', 'efendi', 'kadr'])
('peyk', ['feth', 'deryâ-yı', 'saf', 'sâhib', 'değeriş', 'etfâl', 'fedâ', 'mesnevî', 'degile', 'deiil'])
('kemter', ['es’edâ', 'atâ', 'bâr', 'fermân', 'mısra', 'geçe', 'ham', 'asl', 'bîmâr', 'te’sîr'])
('sîne', ['dil', 'gâlib', 'aşk', 'çeşm', 'cihân', 'kıl', 'gör', 'ehl', 'ver', 'ban'])
('sânî', ['zer', 'hidmet', 'safâya', 'nokta', 'koy', 'edicek', 'olduiun', 'gerd', 'eş’âr', 'baht'])
('hallâk', ['erip', 'ber-karâr', 'gufrân', 'sâkiyâ', 'ebûbekr', 'sâbit', 'nâkıs', 'kudsiyân', 'küşte', 'züleyhâ-yı'])
('azîm', ['köhne', 'günü', 'çeker', 'bedr', 'âlemdedir', 'billâh', 'gûy', 'dehân', 'gerd', 'mehdî'])
('hümâ', ['cân', 'çeşm', 'hüsnü', 'ver', 'eyleyip', 'aşk', 'dest', 'gör', 'himmet', 'hüsn'])
('bak', ['çeşm', 'zülf', 'ver', 'ban', 'dil', 'âlem', 'yâr', 'aşk', 'mihr', 'gâlib'])
('sükkân', ['mâhtâb', 'azm', 'gûy', 'terâne', 'kilk', 'velî', 'kâşâne', 'pertev', 'mesrûr', 'anla'])
('semâ', ['felek', 'zülf', 'hâl', 'âlem', 'cihân', 'ver', 'bâl', 'çeşm', 'şem’', 'lutf'])
('giy', ['bîmâr', 'cûd', 'çîn', 'arz', 'tûl', 'hakk', 'nergis', 'tîr', 'dâmen', 'degildir'])
('hasîr', ['hilâl', 'misâl', 'hîç', 'nûş', 'cemâl', 'sanı', 'olamaz', 'sor', 'emr', 'niçe'])
('müntesib', ['mekes', 'nefs', 'bîdâr', 'haber', 'dest-gîr', 'şâhenşâh', 'hâyân', 'pâ', 'mutrib', 'oluruz'])
('âl', ['âlem', 'eger', 'çeşm', 'yâr', 'pâk', 'zülf', 'bak', 'mihr', 'nûr', 'ban'])
('âbâd', ['vakt', 'şâh', 'gör', 'câm', 'efend', 'cân', 'tut', 'hurşîd', 'hüsnü', 'hat'])
('veli', ['dil-beri', 'sâhir', 'giy', 'vefât', 'ezel', 'duâ', 'zen', 'iyân', 'kıymet', 'gümgeşte'])
('ana', ['rûz', 'devlet', 'dil', 'meh', 'çeşm', 'hayret', 'dest', 'aşk', 'feyz', 'gül'])
('hitâb', ['murâd', 'yer', 'etdin', 'meşreb', 'behişt', 'deiil', 'gülşen', 'mevlâ', 'd', 'gonce'])
('zevk', ['hâk', 'ehl', 'yâr', 'kal', 'gül', 'ban', 'sûret', 'çeşm', 'cân', 'mihr'])
('irfân', ['mihr', 'çeşm', 'ver', 'aşk', 'san', 'mey', 'bak', 'ney', 'feyz', 'dil'])
('tasdîk', ['bî-pervâ', 'şâhân', 'şehenşeh', 'rîze', 'kur', 'mıyım', 'ibâret', 'pür-şûr', 'ahd', 'kün'])
('vefâ', ['safâ', 'ney', 'cihân', 'kerem', 'hatt', 'düş', 'hazret', 'esrâr', 'söyle', 'feyz'])
('yevm', ['pür', 'deiil', 'dâim', '\x17eyh', 'mânend', 'cem', 'kes', 'yer', 'lafz', 'hemân'])
('reşk', ['dil', 'âb', 'hüsnü', 'mihr', 'bezm', 'ver', 'çarh', 'şu’le', 'âlem', 'âteş'])
('kamer', ['gehî', 'ilâhî', 'ihsân', 'taht', 'devrân', 'gevher', 'hân', 'zebân', 'ruh', 'vasf'])
('bâ', ['mey', 'yâr', 'kıl', 'gevher', 'zülf', 'ehl', 'gâlib', 'âşık', 'cihân', 'âteş'])
('zuhûr', ['gam', 'ver', 'âteş', 'ehl', 'yâr', 'zülf', 'gülşen', 'subh', 'kıl', 'değeri'])
('imdâd', ['han', 'hâb', 'hatt', 'sırr', 'baht', 'âşık', 'gör', 'nâz', 'aşkın', 'feyz'])
('sam', ['bûs', 'mînâ', 'etrâf', 'şemşîr', 'cünûn', 'râb', 'vücûd', 'târîk', 'tamâm', 'girdâb'])
('mürşid', ['vahdet', 'âyîn', 'rûz', 'sultân', 'han', 'hems', 'hâl', 'pertev', 'vasf', 'görü'])
('erbâb', ['kıl', 'aşk', 'mihr', 'dil', 'çeşm', 'ver', 'yâr', 'nûr', 'gâlib', 'eger'])
('söz', ['gam', 'çeşm', 'cihân', 'âlem', 'dil', 'kıl', 'zülf', 'gel', 'gâlib', 'aşk'])
('şâhid', ['hak', 'tîg', 'bul', 'anı', 'hûn', 'san', 'mülk', 'mâh', 'meh', 'hân'])
('leb', ['dil', 'mihr', 'gül', 'gâlib', 'ver', 'çeşm', 'nûr', 'zülf', 'cân', 'gel'])
('âheste', ['açıp', 'hod-be-hod', 'etmişler', 'sûd', 'âmâl', 'mei', 'almadan', 'fânûs', 'etdigi', 'iç'])
('küşâd', ['ban', 'hûn', 'mâh', 'nigâh', 'âb', 'çeşm', 'efendi', 'meh', 'hatt', 'sultân'])
('ehl', ['yâr', 'çeşm', 'dil', 'gâlib', 'gül', 'san', 'zülf', 'ver', 'gör', 'kıl'])
('delîl', ['hâsılı', 'dâr', 'kayd', 'feryâd', 'âl', 'ders', 'anla', 'reh', 'dü', 'cûd'])
('hubb', ['tarîk', 'mevlevîde', 'külâh', 'peyâm', 'ömer', 'âsâr', 'nümâyân', 'bekâ', 'ihyâ', 'saltanat'])
('hakk', ['cihân', 'rûh', 'sultân', 'âteş', 'ban', 'hâl', 'lutf', 'ver', 'mihr', 'gam'])
('has', ['kâkül', 'irfân', 'hançer', 'sipihr', 'tıfl', 'zât', 'uşşâk', 'hîç', '\x17erîf', 'yanî'])
('sezâ', ['ver', 'hüsnü', 'devlet', 'ban', 'san', 'gâlib', 'âlem', 'dah', 'kıl', 'eyleyip'])
('feth', ['cenâb', 'değeri', 'âftâb', 'hüsn', 'gâlib', 'mey', 'görü', 'âlem', 'bahr', 'rûz'])
('nes', ['râh', 'bâd', 'harâb', 'dest', 'cihân', 'man', 'kal', 'baht', 'şâh', 'nâz'])
('harem', ['dâm', 'hîç', 'tut', 'eyleyip', 'râh', 'nizâm', 'zât', 'hâs', 'yanî', 'söyle'])
('sermâye', ['gön', 'hayret', 'dön', 'sezâ', 'târ', 'âheng', 'nâb', 'mesrûr', 'gülzâr', 'rûy'])
('sûret', ['gâlib', 'hazret', 'dil', 'ver', 'cân', 'çeşm', 'aşk', 'hâl', 'cihân', 'gül'])
('fakr', ['sîne', 'âftâb', 'pervâne', 'cihân', 'zemîn', 'bili', 'dest', 'söyle', 'bahâr', 'sipihr'])
('fenâ', ['etme', 'tut', 'ban', 'rûh', 'cân', 'âftâb', 'baş', 'gülşen', 'subh', 'seyr'])
('idrâk', ['hatt', 'gûyâ', 'kâr', 'şem’', 'âlem', 'suhan', 'gelir', 'bili', 'gâlib', 'bil'])
('niyâm', ['te’yîd', 'tir', 'kara', 'âfet', 'etseler', 'tavsîf', 'takrîr', 'geşt', 'cihâd', 'yerin'])
('meger', ['kıl', 'çeşm', 'düş', 'gâlib', 'ban', 'ver', 'gel', 'dil', 'nûr', 'yâr'])
('bürhân', ['kâfile', '–i', 'dem', 'vakâr', 'tânzîm', 'helâl', 'el-hâk', 'sâhib', 'mûr', 'ankâ'])
('taleb', ['mısrâ', 'dûş', 'rû', 'âvâz', 'baht', 'bülbül', 'meger', 'şûh', 'mülk', 'gazel'])
('terk', ['cân', 'dil', 'kal', 'bahâr', 'feyz', 'gel', 'âlem', 'devlet', 'düş', 'gâlib'])
('sivâ', ['ahbâb', 'kes', 'evsâf', 'bırak', 'şems', 'berk', 'sad', 'geç', 'gonce', 'cilve'])
('lafz', ['aşk', 'ban', 'âteş', 'gel', 'yâr', 'mihr', 'hazret', 'hâl', 'et', 'hayâl'])
('tevhîd', ['gevher', 'cân', 'mihr', 'gel', 'dest', 'aşk', 'gâlib', 'çeşm', 'kal', 'sultân'])
('erkân', ['yol', 'vuslat', 'sâye', 'hicrân', 'hançer', 'şîr', 'bend', 'kerem', 'ikbâl', 'irfân'])
('and', ['dil', 'gül', 'mey', 'çeşm', 'gâlib', 'ver', 'aşk', 'âb', 'mihr', 'cihân'])
('ayn', ['mihr', 'gel', 'ban', 'âb', 'dil', 'gül', 'gâlib', 'aşk', 'mey', 'ver'])
('mümin', ['enâr', 'harâbat', 'söndür', 'mansıb', 'bârût-hâneyi', 'öpüp', 'herha', 'cedvel', 'ye', 'tahassür'])
('pîş', ['eyleş', 'şarâb', 'dildâr', 'bîgâne', 'eyleyip', 'pervâne', 'mâh', 'nigeh', 'mest', 'âb'])
('akdem', ['kendîni', 'senâ', 'sevdigim', 'istimdâd', 'arûs', 'dîger-gûn', 'renc', 'sadef-veş', 'csterim', 'geçş'])
('edâ', ['himmet', 'hat', 'düş', 'dil', 'tut', 'gam', 'gevher', 'dîde', 'kal', 'çeşm'])
('cedd', ['zamândır', 'morevî', 'mecrâ', 'mudur', 'giden', 'infiâl', 'harbi', 'latîfi', 'dil-dâr', 'nâdî'])
('mazhar', ['âftâb', 'hurşîd', 'safâ', 'bâl', 'himmet', 'ver', 'feyz', 'rûh', 'lutf', 'râh'])
('esrâr', ['gâlib', 'mey', 'âlem', 'hâl', 'zülf', 'mâh', 'mihr', 'safâ', 'gül', 'ver'])
('melekût', ['humhâne', 'şeker-rîz', 'fesâne', 'hem-çün', 'hudâya', 'fakîr', 'kavm', 'pûd', 'rivâyet', 'tatlı'])
('sırr', ['ver', 'dil', 'gör', 'zülf', 'çeşm', 'gâlib', 'âlem', 'cihân', 'hatt', 'âb'])
('hükm', ['et', 'sûret', 'bülbül', 'derd', 'râh', 'gül', 'cân', 'hatt', 'hazret', 'lutf'])
('iklim', ['fer', 'nâlân', 'nâza', 'ma’nâ', 'muammer', 'bedr', 'mâye', 'kelîm', 'mahmûd', 'zîb'])
('evreng', ['iste', 'dîdâr', 'nihân', 'lafz', 'gonce', 'nev', 'tîr', '\x17erîf', 'gevher', 'mihr'])
('bekâ', ['âşık', 'bâg', 'gûyâ', 'câm', 'efend', 'leb', 'tâb', 'ney', 'feyz', 'nigâh'])
('gürûh', ['feyz', 'gâlib', 'hazret', 'mâh', 'cân', 'mihr', 'subh', 'lutf', 'zülf', 'kal'])
('ervâh', ['cihân', 'dîde', 'sûret', 'derd', 'tîg', 'gül', 'söyle', 'gâlib', 'subh', 'bülbül'])
('vâris', ['küfr', 'gazel-', 'men', 'harîm', 'tertîb', 'beyân', 'mecnûn', 'rengîn', 'demş', 'sebz'])
('ekmel', ['mâ’mûr', 'sengîn', 'menba', 'imdâd', 'verdigi', 'red', 'îmâ', 'tenhâ', 'efsûn', 'sâk'])
('şâh', ['ver', 'gâlib', 'çeşm', 'dil', 'kal', 'âlem', 'gam', 'feyz', 'gel', 'kıl'])
('hâtem', ['bîmâr', 'sipihr', 'meger', 'genc', 'hak', 'nâz', 'vücûd', 'şûh', 'bâl', 'arz'])
('sehâ', ['etdikde', 'şâm', 'yetş', 'pâre', 'bûs', 'icrâ', 'tekrâr', 'hasîr', 'dolaş', 'garaz'])
('zâhid', ['felek', 'âlem', 'mevc', 'ver', 'gül', 'dil', 'kal', 'yâr', 'mihr', 'pîr'])
('rind', ['söz', 'neş’e', 'la’l', 'şem’', 'hayâ', 'erbâb', 'leb', 'mest', 'vahdet', 'ehl'])
('kemâl', ['kıl', 'bak', 'gâlib', 'ver', 'gevher', 'çeşm', 'kal', 'gel', 'hazret', 'yâr'])
('sârî', ['âş', 'kafes', 'bas', 'nâ-kâm', 'elfâz', 'dîvâne', 'hayrân', 'kûy', 'alî', 'cedîd'])
('dergâh', ['değeri', 'zülf', 'çarh', 'kıl', 'dah', 'feyz', 'aşk', 'ver', 'gam', 'dil'])
('rûh', ['gâlib', 'hâl', 'ver', 'aşk', 'mihr', 'gül', 'dil', 'mâh', 'cihân', 'nûr'])
('efrâd', ['sakız', 'devşir', 'sîrâbı', 'hayâlî', 'noktayı', 'şefâat', 'râhat', 'bîşe', 'tulû', 'yeksân'])
('mâlik', ['zekan', 'âferîn', 'dâsitânım', 'menba’', 'sultan', 'koç', 'nesak', 'efsûn', 'feyyâz', 'nâ-pak'])
('mahz', ['ruhsâr', 'nutk', 'selîm', 'efendi', 'sûz', 'arş', 'efend', 'bîmâr', 'mevlâ', 'al'])
('ilâhî', ['ruh', 'gül', 'söyle', 'safâ', 'cân', 'âb', 'çarh', 'çeşm', 'hüsnü', 'aşk'])
('istimdâd', ['nâzı', 'idrâk', 'müşkil', 'etdin', 'manâ-yı', 'kalb', 'tol', 'küfr', 'levh', 'terâne'])
('mâye', ['bûy', 'subh', 'yer', 'pîr', 'rütbe', 'meh', 'gürûh', 'âteş', 'et', 'tut'])
('ata', ['merâm', 'değeriş', 'sûz', 'hümâ', 'kâkül', 'misâl', 'ebr', 'dûr', 'ana', 'feth'])
('hazret', ['gâlib', 'çeşm', 'aşk', 'gül', 'dil', 'ver', 'âlem', 'zülf', 'cân', 'feyz'])
('kuhl', ['fermân', 'es’edâ', 'burhân', 'eyleyen', 'ilâhî', 'hevk', 'niyâz', 'kâgıd', 'kâmet', 'nakd'])
('cilâ', ['h', 'ana', 'hayret', 'semâ', 'nigeh', 'efend', 'hak', 'göz', 'görü', 'bâb'])
('cân', ['aşk', 'çeşm', 'dil', 'gâlib', 'ver', 'gel', 'gül', 'gör', 'mihr', 'gam'])
('te’sîr', ['îmân', 'es’ad', 'âftâb', 'gülşen', 'dîde', 'rûşen', 'zemîn', 'maksûd', 'gûyâ', 'hurşîd'])
('hayâ', ['ver', 'âlem', 'anı', 'leb', 'dil', 'zülf', 'şâh', 'mihr', 'gâlib', 'gül'])
('haste', ['meh', 'eyleyip', 'gülşen', 'hîç', 'mest', 'hâzret', 'gör', 'dah', 'hayret', 'kıl'])
('şif', ['tahsîl', 'gümân', 'kaşı', 'terbiye', 'zillet', 'degilse', 'nâzı', 'tâkat', 'me\x17hûr', 'kahr'])
('nefes', ['cân', 'mihr', 'gel', 'gâlib', 'gül', 'rûz', 'safâ', 'dil', 'ver', 'kıl'])
('bîmâr', ['ban', 'gör', 'bil', 'nâz', 'eyleyip', 'sırr', 'rûz', 'gel', 'hayâl', 'san'])
('devâ', ['kays', 'hôş', 'kadr', 'sûz', 'hakk', 'çerâg', 'eylem', 'belâ', 'sakın', 'ikbâl'])
('cevher', ['gevher', 'bak', 'hatt', 'düş', 'çeşm', 'ver', 'aşk', 'feyz', 'çarh', 'hançer'])
('gubâr', ['nigeh', 'rûh', 'nûr', 'subh', 'anı', 'hak', 'zât', 'meh', 'çerâg', 'mâh'])
('ma’ni', ['vere', 'yâhud', 'müje', 'etmeie', 'der-kenâr', 'ser-levha', 'oku', 'intizâm', 'hacı', 'hûn-rîzine'])
('nây', ['erbâb', 'mahabbet', 'kal', 'cân', 'kıl', 'gel', 'mihr', 'nigâh', 'dil', 'hâk'])
('âvâz', ['et', 'sûret', 'sırr', 'aşk', 'ver', 'ney', 'hâl', 'rûh', 'cihân', 'çarh'])
('tût', ['revzen', 'germ', 'leşker', 'mahv', 'tasvîr', 'güft', 'ye’s', 'bilz', 'kayd', 'iste'])
('gûş', ['yâr', 'kıl', 'aşk', 'cihân', 'cân', 'âb', 'düş', 'çeşm', 'gül', 'rütbe'])
('mû', ['dâr', 'gâh', 'geh', 'pertev', 'bul', 'bili', 'rişte', 'berk', 'ol', 'dî'])
('asâ', ['revzen', 'işâret', 'teşrîf', 'yeter', 'âyîneden', 'nâzı', 'râz', 'mısrâ', 'perde', 'ter'])
('halka', ['kıl', 'gel', 'dil', 'mâh', 'anı', 'çeşm', 'san', 'gâlib', 'gevher', 'söyle'])
('eriş', ['nâz', 'vasl', 'tavr', 'ets', 'san', 'bak', 'nûr', 'gün', 'bahr', 'ver'])
('cûd', ['âlem', 'kal', 'gâlib', 'hüsnü', 'lutf', 'san', 'ver', 'dil', 'reng', 'hâl'])
('recâ', ['düş', 'bul', 'râh', 'seyr', 'rûz', 'ney', 'târ', 'âteş', 'yâr', 'sipihr'])
('kân', ['gâlib', 'şâh', 'kal', 'kıl', 'mey', 'çarh', 'gül', 'gülşen', 'geh', 'şu’le'])
('görü', ['rûz', 'ver', 'gâlib', 'mihr', 'çeşm', 'cân', 'kal', 'safâ', 'dil', 'aşk'])
('gelir', ['âb', 'cihân', 'âlem', 'gâlib', 'çeşm', 'gül', 'ver', 'feyz', 'zülf', 'ehl'])
('ism', ['baş', 'aşkın', 'bir', 'eyleş', 'etme', 'zâr', 'söz', 'cümle', 'ihsân', 'gön'])
('celâl', ['hatt', 'safâ', 'eyleş', 'hat', 'suhan', 'cihân', 'çeşm', 'safâ-yı', 'hâk', 'hüsnü'])
('dî', ['ver', 'mihr', 'gâlib', 'aşk', 'çeşm', 'gül', 'kıl', 'zülf', 'çarh', 'dah'])
('şeh', ['aşk', 'kıl', 'ver', 'bul', 'gör', 'cân', 'kal', 'reng', 'gam', 'gevher'])
('taht', ['feyz', 'gelir', 'râh', 'mey', 'ehl', 'cihân', 'bezm', 'la’l', 'subh', 'gönül'])
('saltanat', ['uşşâk', 'mihr', 'gör', 'dî', 'dâm', 'tut', 'eger', 'hat', 'çerâg', 'sırr'])
('fakîr', ['ferş', 'nâzı', 'âşiyân', 'vâkıf', 'cism', 'ervâh', 'almış', 'arz', 'seyl', 'eyyâm'])
('cem’', ['hazret', 'hemân', 'câm', 'hûn', 'bahâr', 'hatt', 'la’l', 'eger', 'gevher', 'tavr'])
('hezâr', ['kal', 'gamze', 'gâlib', 'hâk', 'safâ', 'zülf', 'âlem', 'ney', 'çeşm', 'çarh'])
('secde', ['efsûs', 'ahbâb', 'sahbâ', 'tarîk', 'ta’mîr', 'felâtûn', 'bî-pâyân', 'istignâ', 'rûze', 'şeref'])
('vecd', ['ârâm', 'çeker', 'fitne', 'mâye', 'saf', 'kâh', 'git', 'ruh', 'kıyâs', 'sanı'])
('hâl', ['gâlib', 'dil', 'çeşm', 'gül', 'aşk', 'ver', 'zülf', 'gel', 'yâr', 'cân'])
('zâhir', ['şu’le', 'baş', 'mihr', 'nûr', 'kıl', 'çarh', 'devr', 'nakş', 'ver', 'söyle'])
('ân', ['devrân', 'ebrû', 'âb', 'd', 'hatt', 'himmet', 'feyz', 'dest', 'yap', 'hudâ'])
('göz', ['gâlib', 'dil', 'cihân', 'çeşm', 'et', 'cân', 'aşk', 'âlem', 'ver', 'ban'])
('hayâl', ['ban', 'san', 'gâlib', 'âteş', 'âlem', 'gel', 'ver', 'dil', 'gör', 'hüsnü'])
('vahdet', ['subh', 'cihân', 'gör', 'şâh', 'gâlib', 'ver', 'dil', 'etme', 'mihr', 'cân'])
('mahv', ['seyr', 'uşşâk', 'rütbe', 'mey', 'aşkın', 'çerâg', 'bul', 'çeşm', 'geh', 'dîde'])
('visâl', ['feyz', 'şâh', 'zemîn', 'san', 'cihân', 'gâlib', 'bahâr', 'âşık', 'bezm', 'ehl'])
('öte', ['vâdi', 'rengin', 'pây', 'perîşân', 'kâm', 'cskender', 'masrûf', 'şikâr', 'sâh', 'tab'])
('ittisâl', ['davâ', 'cihet', 'bulun', 'merdûm', 'selîm’e', 'çerâgan', 'peymâne', 'küşâd', 'okur', 'kef'])
('ene', ['hemçü', 'sitemkâr', 'iam', 'hayretiz', 'ecnâd', 'meveddet', 'müstaid', 'cerîde', 'aynı', 'bilmeyen'])
('sened', ['kutb', 'gaznevî', 'kıyâs', 'pür-safâ', 'pes', 'hâhiş', 'şeker-rîz', 'olmâz', 'hışm', 'berf'])
('bâz', ['bilz', 'envâr', 'sipihr', 'çık', 'et', 'derd', 'âteş', 'bahâr', 'siyeh', 'meger'])
('makâl', ['cihâd', 'billâh', 'zîb', 'zûr', 'sal', 'meclis', 'gele', 'safha', 'cûy', 'kabûl'])
('şehr', ['nev-bahâr', 'dünyâya', 'kilk', 'girye', 'safâ-yı', 'şeyh', 'kan', 'bun', 'cây', 'ayn'])
('müjde', ['zerre', 'cem', 'sâye', 'halka', 'esrâr', 'belâ', 'şem’', 'eriş', 'gün', 'tavr'])
('cedîd', ['çek', 'mehtâb', 'hayâ', 'târ', 'tâb', 'hudâ', 'vefâ', 'ney', 'esrâr', 'halka'])
('medh', ['hân', 'vasf', 'devr', 'bülbül', 'rûy', 'kan', 'değeriş', 'sîne', 'mâ', 'ney'])
('dîg', ['bahr', 'kişver', 'neş’e', 'himmet', 'sünbül', 'pertev', 'bend', 'belâ', 'meger', 'tavr'])
('âr', ['hûn', 'ülfet', 'çık', 'kâr', 'âteş', 'rûz', 'âlem', 'rütbe', 'hüsnü', 'tab’'])
('rû', ['ban', 'hazret', 'zülf', 'düş', 'gâlib', 'âteş', 'gevher', 'çarh', 'gör', 'aşk'])
('kaldır', ['kıyâm', 'zulmet', 'seri', 'câdû', 'mısr', 'kahramân', 'â', 'taleb', 'şikâr', 'kalbi'])
('dey', ['gel', 'nâz', 'zülf', 'devlet', 'âlem', 'hatt', 'rûz', 'âb', 'mihr', 'anı'])
('bil', ['gâlib', 'lutf', 'dah', 'aşk', 'yâr', 'çeşm', 'dil', 'cihân', 'kıl', 'âlem'])
('cürm', ['mevlâ', 'nev-bahâr', 'baş', 'lâzım', 'efendi', 'vücûd', 'zâhir', 'nutk', 'selîm', 'dil'])
('gel', ['gâlib', 'dil', 'ver', 'ban', 'cân', 'çeşm', 'mihr', 'aşk', 'san', 'gam'])
('mecbûr', ['zencîr', 'harâb', 'rişte', 'sor', 'müjgân', 'müşkil', 'men', 'dehr', 'dâne', 'kâkül'])
('hünkâr', ['yûf', 'ummân', 'bun', 'zehr', 'beyâz', 'cûy', 'merd', 'zevk', 'mısr', 'eylez'])
('âlî', ['mey', 'kâr', 'söyle', 'şeh', 'mevc', 'mıdır', 'feyz', 'râh', 'yâr', 'bülbül'])
('âgâh', ['yol', 'la’l', 'cellâd', 'mehtâb', 'vuslat', 'rûh', 'efendi', 'murg', 'seyr', 're’y'])
('mesrûr', ['meh', 'zülf', 'bul', 'himmet', 'san', 'ney', 'gevher', 'gâlib', 'feyz', 'devlet'])
('emân', ['küfr', 'nakş', 'târz', 'dîvâne', 'zâhid', 'çek', 'arz', 'siyeh', 'midi', 'tîr'])
('nefs', ['cây', 'mahâbbet', 'leşker', 'dilber', 'garaz', 'tanzîm', 'rûze', 'şâd', 'dîdâr', 'çü'])
('esîr', ['nev', 'reng', 'bülbül', 'bak', 'âteş', 'cân', 'âb', 'mest', 'sûret', 'leb'])
('hatâ', ['geh', 'rûy', 'leb', 'şeh', 'pâk', 'kal', 'dil', 'dah', 'hayâl', 'sîne'])
('ban', ['gel', 'ver', 'çeşm', 'âteş', 'gâlib', 'aşk', 'cân', 'dil', 'gör', 'gam'])
('ihyâ', ['îmân', 'uşşâk', 'leb', 'felek', 'âlem', 'mest', 'gûyâ', 'anı', 'kasr', 'şem’'])
('deryâ', ['meger', 'dah', 'çeşm', 'cihân', 'hâk', 'tut', 'kal', 'safâ', 'âlem', 'hazret'])
('hilkat', ['oluncaya', 'cilâ', 'dâmen', 'selsebîl', 'kâgıd', 'dehşet', 'âvâz', 'gâr', 'mâye', 'arak'])
('dâire', ['uryân', 'tarîkat', 'degile', 'firkat', 'pür-nûr', 'demş', 'kutb', 'nisbet', 'taht', 'mahsûs'])
('kevn', ['âl', 'cümle', 'sâkî', 'çek', 'pâk', 'lutf', 'bak', 'kerem', 'dî', 'çarh'])
('mekân', ['mısrâ', 'yeter', 'kat', 'neş’e', 'ârif', 'felâtûn', 'cennet', 'eylez', 'ülfet', 'havf'])
('eser', ['yâr', 'bul', 'lutf', 'çarh', 'gamze', 'düş', 'gâlib', 'bezm', 'cân', 'tâb'])
('bâis', ['nefes', 'görü', 'gör', 'hat', 'söz', 'allâh', 'gam', 'feyz', 'değeri', 'ban'])
('hidmet', ['hâtır', 'berk', 'sûz', 'hân', 'vakt', 'zîr', 'hurşîd', 'sîne', 'mest', 'la’l'])
('zıll', ['hilâl', 'germ', 'sefîd', 'tab’', 'nutk', 'bîgâne', 'şems', 'egerçi', 'nev-bahâr', 'sîm'])
('devlet', ['gâlib', 'kıl', 'gel', 'dil', 'ver', 'cân', 'zülf', 'çarh', 'aşk', 'çeşm'])
('âşık', ['ver', 'gâlib', 'gül', 'dil', 'hâl', 'çeşm', 'mihr', 'gel', 'zülf', 'hazret'])
('nisbet', ['nigâh', 'sultân', 'meh', 'hâtır', 'düş', 'dil', 'geh', 'hân', 'nûr', 'sâye'])
('matbah', ['han', 'hat', 'etme', 'hûn', 'hazret', 'sultân', 'hatt', 'aşk', 'cevr', 'efendi'])
('evliyâ', ['re’y', 'bahâr', 'kal', 'dîde', 'han', 'ehl', 'hayâl', 'câm', 'hatt', 'âşık'])
('çerâ', ['leşker', 'devlet', 'gevher', 'dah', 'ets', 'feyz', 'çeşm', 'hatt', 'bak', 'bezm'])
('yan', ['dah', 'gâlib', 'gör', 'mihr', 'pâk', 'bâl', 'kal', 'çeşm', 'feyz', 'kıl'])
('an', ['mâtem', 'ahmed', 'meslûl', 'ter', 'riyâz', 'dûzah', 'seher', 'dâd', 'edâ-yı', 'man'])
('çeki', ['kudret', 'gülşen', 'hâr', 'mevlevî', 'ümmîd', 'söyle', 'dön', 'zâr', 'cem', 'felek'])
('simât', ['z', 'minnet', 'sürme', 'sun', 'ukde', 'târîhi', 'tünd', 'mekteb', 'mahdûmi', 'minel-aşk'])
('elvân', ['güldür', 'şule', 'â', 'encüm', 'perî', 'iltifât', 'zencîr', 'helâk', 'gürûh', 'âdem'])
('gülzâr', ['gâlib', 'zülf', 'dil', 'ver', 'mâh', 'gam', 'âlem', 'hat', 'cân', 'şâh'])
('sanı', ['hâk', 'mihr', 'âb', 'eşk', 'dîde', 'sûret', 'cân', 'ban', 'nûr', 'yâr'])
('yeter', ['çarh', 'lutf', 'âteş', 'hatt', 'aşk', 'yâr', 'gevher', 'bak', 'ver', 'eyleyip'])
('yüzle', ['elmâs', 'haste', 'şemşîr', 'revzen', 'keder', 'çeşmimdir', 'umûr', 'hayrân', 'iç', 'sipihr'])
