('cûş', ['gülzâr', 'safâ-yı', 'dil-ber', 'sûret', 'dîvâne', 'yol', 'geç', 'şehr', 'sahn', 'gûyâ'])
('ayş', ['yâd', 'sırr', 'midür', 'semt', 'lü’lû-yı', '‘aşkuñla', 'bûy', 'tîg', 'çıkar', 'garaz'])
('dâye', ['n’olsa', 'günde', 'revâ', 'mahrem', 'şirişküm', 'vefâya', 'nem', '‘aksini', 'açalum', '‘aklı'])
('bedr', ['ruhsâr', 'âyîn', 'yol', 'halk', 'baht', 'bahâr', 'felek', 'şu’le', 'bâkîyi', 'tab’'])
('keski', ['nâm', 'hakîkat', 'al', 'idüm', 'secde', 'kıssa', 'ser-â-ser', 'güldür', 'güneş', 'ceng'])
('kesi', ['zülâl', 'eylez', 'âfet', 'firâvân', 'bagladı', 'cilve', 'himmet', 'yol', 'visâl', 'meh'])
('sâde', ['‘işret', 'şi’r', 'hergiz', 'gâyet', 'şikest', 'mürg', 'râh', 'yârân', 'kul', 'kerem'])
('şitâ', ['başla', 'çeşme', 'zülâl', 'tab’', 'göze', 'halk', 'eyleyüp', 'değerik', 'fark', 'berg'])
('çenâr', ['iñen', 'harem', 'zamân', 'ma’nâ', 'pâye', 'şimşâd', 'gül-gûn', 'kişi', 'elinden', 'sitâre'])
('yel', ['âbdâr', '‘uşşâka', 'kap', 'gerdûn', 'perîşân', 'mezellet', 'mefâ’îlün', 'piyâle', 'miskîn', 'dânâ'])
('servi', ['dil-ber', 'gonca', 'hicrân', 'sâgar', 'şûh', 'bahâr', 'kal', 'tâc', 'meger', 'nâle'])
('kork', ['nişân', 'iriz', 'târ', 'destâr', 'hod', 'anuñ’çün', 'gazel', 'kasr', 'sîm', 'nâ-yâb'])
('sar', ['şevk', 'geçe', 'meyl', 'bahr', 'hançer', 'şemşîr', 'jâle', 'dah', 'bahâr', '‘aşkuñ'])
('kanı', ['bâkî', 'cân', 'câm', 'çeker', 'sâgar', 'düş', 'bahr', 'dil', 'tur', 'revân'])
('bâm', ['geç', 'sahn', 'tîg', 'sâkıyâ', 'şemşîr', 'hûn', 'dün', 'iç', 'ş', 'ehl'])
('şehlâ', ['‘izâr', 'çâk', 'müşgîn', 'râz', '‘âleme', 'ten', 'ka’b', 'haber', 'gez', 'cennet'])
('kış', ['dildâr', 'kelâm', 'bas', 'gussa', 'tûtî', 'reng', 'rûzgâr', 'sırr', 'yig', 'hâme'])
('hâne', ['bâga', 'nûrı', 'hûb', 'siyeh', 'ayagın', 'gird', '‘âşıkuñ', 'dendân', 'mecrûh', 'kabak'])
('gülle', ['ehl', 'yaş', 'cihân', 'derd', 'devlet', 'çemen', 'serv', 'âh', 'dön', 'göñül'])
('kıssa', ['‘âlem', 'rûh', 'serv', 'şem’', 'tâc', 'derûn', 'değeriş', 'ş', 'yak', 'saç'])
('demle', ['çâre', '‘arz', 'midür', '‘aşkuñda', 'bülend', 'egerçi', 'ebrû', 'âfet', 'şi’r', 'sûret'])
('sevdâ', ['âyîn', 'bâg', 'dil', 'meclis', 'gûyiyâ', 'cân', 'çemen', 'derd', 'dön', 'vasl'])
('zarar', ['ser-fürû', 'sadâ', 'şikest', 'kendüyi', 'beyt', 'perde', 'a’lâ', 'şekl', 'câh', 'bârî'])
('dit', ['derd', 'âh', 'ruh', 'iste', 'cân', 'cihân', 'gör', '‘aşk', 'yaş', 'bâkî'])
('tıfl', ['nâb', 'revân', 'derd', 'vasl', 'nihâl', '‘aşkuñ', 'bend', 'san', 'ruhsâr', 'bâkî'])
('hamr', ['i̇tdi', 'iñen', 'matla’', 'sa’y', 'dit', 'hayr', 'hükm', 'hudâ', 'kevkeb', 'çihre'])
('kırmız', ['kullâb', 'peykân', 'yakı', 'lezzet', 'denî', 'taş', 'eser', 'i̇tdi', 'râst', 'sîm'])
('sürh', ['gird', 'menzil', 'ban', 'vuslat', 'şîrîn', 'handân', 'şimşâd', 'dehân', 'harâb', 'âfitâb'])
('sâgar', ['dil', 'câm', 'bâkî', '‘aşk', 'çemen', 'cân', 'gel', 'gül', 'âh', 'gam'])
('sadef', ['göz', 'tab’', 'cân', 'mey', 'berg', 'dah', 'safâ', 'mest', 'pâk', 'nev'])
('mesken', ['çihre', 'belâ', 'hûn', 'dehr', 'iç', 'göñül', 'nûş', 'san', '‘âlemi', 'açı'])
('nem', ['tâb', 'hâr', 'semend', 'semt', 'gehî', 'şehr', 'âteş', 'öykü', 'sûret', 'katı'])
('cârûb', ['geçin', '‘ayşa', 'bit', 'rîş', 'mahrem', 'sitâre', 'harf', 'hadîs', 'güftâr', 'ölü'])
('gedâ', ['devr', 'yit', 'derd', 'bâg', 'cân', 'bâkıyâ', 'şûh', 'yol', 'leb', 'çeşm'])
('yek', ['hayli', 'sâkinân', 'bî-dâr', 'sid', 'kadîmî', 'nasîb', 'sincâb', 'dimez', 'mukbil', 'virsün'])
('gele', ['şeh', 'müşgîn', 'zevrak', 'yat', 'hicrân', 'şîve', 'ney', 'cennet', 'himmet', 'perde'])
('ihlâs', ['rez', 'ucında', 'pîre-zen', 'ravza', 'du’â-yı', 'leyl', 'hayr', 'seyl-âb', 'ihtiyâr', 'tabîb'])
('hakîkat', ['dök', 'gök', 'dah', 'şevk', 'bahr', 'gör', 'mihr', 'felek', 'devlet', 'hayâl'])
('mir’ât', ['ruh', 'şûh', 'mest', 'tut', 'cân', 'hâk', 'yaş', 'gamze', 'vasf', 'bil'])
('hikmet', ['rahmet', 'şîşe', 'letâfet', 'rûzgâr', 'bâ’is', 'istez', 'şeb', 'sâkî', 'hûb', 'sûfî'])
('kişi', ['elinden', 'mey', 'pîr', 'la’l', 'vasf', 'nâle', 'çâk', 'sîne', 'iç', 'kan'])
('katı', ['üzre', 'la’l', 'dil', 'gel', 'bâg', 'cân', 'hüsn', 'tur', 'yâr', 'derd'])
('medhûş', ['aglar', 'encüm', 'mushaf', 'vâ’iz', 'ser-â-ser', 'dimi', 'mîve', 'virür', 'şekl', 'cem’'])
('ravza', ['zâhid', 'kalem', 'kul', 'güzel', 'ya’nî', 'meyl', 'cânân', 'subh-dem', '‘aşkı', 'defter'])
('hidâyet', ['me’âd', 'kavs', 'dil-berden', 'beñzetdiler', 'câmveş', 'nişân', 'mahsûl', 'oldugı', 'gil', 'sîmîn'])
('dûn', ['değeriz', 'kâr', 'tâze', '‘âlem', 'değeriş', 'çarh', 'a’lâ', 'anı', 'âl', 'vasl'])
('kalbi', ['idez', 'sabr', 'niyâz', 'vefâ', 'get', 'nihân', 'âdem', 'hergiz', 'fenâ', 'gaflet'])
('tarîk', ['kâkül', 'hudâ', 'târ', 'sîmîn', 'akar', 'cûy', 'sanem', 'gülle', 'izhâr', 'çîn'])
('vefâ', ['derd', 'san', 'kıl', 'hâk', 'yâr', 'bâg', 'gül', 'bâkî', 'kûy', 'şâh'])
('nâçîz', ['eyleyüp', 'hırâmân', 'hayâ', 'sâye', 'ciger', 'kalem', 'mülk', 'câh', 'kıble', 'reşk'])
('üstâd', ['baht', 'felek', 'visâl', 'saç', 'çemen', 'dön', 'beñzer', 'gûş', 'nahl', 'yâr'])
('cânân', ['yâr', '‘aceb', 'mâh', 'hâk', 'bul', 'felek', 'tut', 'yaş', 'dön', 'gör'])
('çâk', ['dil', 'la’l', 'dest', '‘aceb', 'eşk', 'sîne', 'gün', 'bülbül', 'kûy', 'üzre'])
('hasta', ['zerre', 'meydân', 'çâk', 'bâkîyi', 'öldür', 'resm', 'ka’b', 'hurrem', 'âbdâr', 'varak'])
('müselmân', ['dîvâne', 'fark', 'baht', 'bâgda', 'riyâ', 'kul', 'nergis', 'terk', 'cefâ', 'miyân'])
('peymâne', ['hak', '‘aşka', 'şehr', 'bülbül', 'dil', 'mâh', 'nigâr', 'leb', 'bâkıyâ', 'çeşm'])
('günde', ['kand', 'minnet', 'dehân', 'künc', 'nigâr', 'bak', 'leb', 'visâl', 'gice', 'cefâ'])
('pâyân', ['pîr', 'sabr', 'râz', 'meded', 'gerekse', 'mestâne', 'âhir', 'tab’', 'sev', 'âbdâr'])
('efsâne', ['taraf', 'zebân', 'iklîm', 'kabr', 'benefşe', 'râst', 'bâzû', '‘azm', 'dürüst', 'kesik'])
('yapı', ['mestâne', 'mekân', 'müşkil', 'rûz', 'kanla', 'dimi', 'kahr', 'firâk', 'kâkül', 'biñ'])
('oda', ['kaçar', 'haylî', 'ayagın', 'eyleyelüm', 'idüm', 'gerekz', 'pâye', 'kadeh', 'şekl', '‘âlemüñ'])
('nokta', ['bâr', 'rindân', 'şikeste', 'inciz', 'sâkıyâ', 'teng', 'evc', 'ele', 'rahmet', 'hayret'])
('şâne', ['rakîb', 'gird', 'hâk', 'hayâl', 'dü', 'zâhid', 'sâgar', 'gâh', 'bâd', 'mecnûn'])
('sarf', ['nefha', 'dil-âvîzüñ', 'ölmege', 'mukayyed', 'kisrî', 'sâ’id', 'lâ-cerem', 'mihrâb', 'şirâr', 'yut'])
('gönül', ['müşgîni', 'siyâh', 'dervîş', 'bas', 'seyl', 'nusret', 'eyleyelüm', 'eylem', 'hâlet', 'hüner'])
('mestâne', ['gel', 'âh', 'hâl', 'meclis', 'bil', 'ned', 'mâh', 'zülf', '‘aceb', 'çeker'])
('kad', ['leb', 'zülf', 'bahâr', 'câm', 'baş', 'mâh', 'felek', 'bâkıyâ', 'düş', 'mahabbet'])
('güftâr', ['gülzâr', 'sahn', 'belâ', 'saf', 'tîg', 'eger', 'and', 'ş', 'sûret', 'cânân'])
('ferzâne', ['lücce', 'garîb', 'dimi', 'nişân', 'şehâ', 'bâlâ', 'sünbül', 'mef’ûlü', 'bedr', 'bâm'])
('kıymet', ['reh', 'çihre', 'zîbâ', 'velî', 'gözle', 'pîr', 'rengîn', 'ş', 'halka', 'degüldür'])
('nâme', ['hûn', 'deñlü', 'hîç', 'nây', 'hüsnü', 'geh', 'and', 'belâ', 'hezâr', 'velî'])
('geh', ['‘aşk', 'gün', 'hüsn', 'bâkıyâ', 'gam', 'belâ', 'eger', 'âh', 'bil', 'kal'])
('pâkîze', ['dâgı', 'oñulmaz', 'fârig', 'mısr', '‘aşkuñuñ', 'misâl', 'keşf', 'tana’’um', 'melâl', '‘aşkdan'])
('dön', ['yâr', 'bâkî', 'hâl', 'gül', 'gör', 'dil', 'âh', 'mâh', 'gel', 'hâk'])
('leşker', ['bahs', 'kühl', 'bâ’is', 'hüsn', 'yaz', 'hatt', 'gice', 'gâyet', 'çarh', 'şevk'])
('şekli', ['zîbâ', 'gevher', 'halka', 'riyâ', 'jâle', 'geh', 'gûş', 'gûyiyâ', 'şu’le', 'mahabbet'])
('efgân', ['tâc', 'naza', 'serv', 'cefâ', 'mahabbet', 'hüsnü', 'eger', 'baş', 'cevr', 'cihân'])
('bürrân', ['belâ', 'hâk', 'hâl', 'la’l', 'şûh', 'ehl', '‘aşkuñ', 'şemşîr', 'dön', 'bak'])
('serîr', ['şehâ', 'sanem', 'husrev', 'devrân', 'âfet', 'değeriz', 'mecnûn', 'şîrîn', 'çihre', 'âfitâb'])
('hall', ['subh-dem', 'şekl', 'del', 'pâdişâh', 'karşu', 'sâkıyâ', 'tâb', 'gül-şen', 'elinden', 'nazm'])
('elif', ['değeri', 'devlet', 'dîde', 'kûy', 'bâd', 'sîne', 'hançer', 'gel', 'mâh', 'yâr'])
('şehd', ['reşk', 'hurrem', 'tutar', 'yat', '‘aşka', 'kasd', 'kaç', 'hak', 'taht', 'tîr'])
('bîgâne', ['olmayan', 'karşuña', 'dil-sitân', 'oldugı', 'sitâre', 'peri', 'mesîh', 'kesret', 'pür-nûr', 'i̇ltifât'])
('merdâne', ['hâlet', 'fark', 'şu’le', 'riyâ', 'görz', '‘ayş', 'üzre', 'nakş', 'yara', 'ta’n'])
('ten', ['gam', 'kıl', 'gel', 'dil', 'bâkî', 'gör', 'çeşm', 'safâ', 'âb', 'cân'])
('siyâh', ['yak', 'leb', 'dil', 'çek', 'âb', 'la’l', 'bezm', 'iste', '‘aşk', 'belâ'])
('kana', ['âteş', 'dön', 'bil', 'devlet', 'baş', 'cevr', 'şâh', '‘aşkuñ', 'eger', 'şûh'])
('nevbet', ['ezel', 'neydügin', 'tut', 'siyâh', 'geh', 'zemîn', 'râh', 'yüri', 'hayâl', 'safâ'])
('üftâde', ['çeşm', 'dehr', 'mey', '‘âşık', 'gün', 'seyr', 'sahn', 'serv', 'baş', 'kâmet'])
('müzeyyen', ['harem', 'get', 'hicâb', 'revnak', 'i̇tdi', 'cây', 'agyâra', 'seng', 'görü', 'dûd'])
('sikke', ['ravza', 'dem', 'mehveş', 'sûz', 'hidmet', 'cûş', 'na’re', 'perde', 'ergavân', 'ihsân'])
('hâmûş', ['nev-bahâr', 'süre', 'hudâ', 'başla', 'ebr', 'gez', 'meger', 'gülle', 'hayr', 'gark'])
('kand', ['revân', 'derd', 'baş', 'göz', 'bâg', 'leb', 'mey', 'dil', 'gamze', 'katre'])
('şikest', ['nâb', 'nergis', 'safâ', 'bil', 'bezm', 'felek', 'sîne', 'ten', 'gül', 'câm'])
('bûstân', ['eylem', 'dile', 'mecnûn', '‘âlemi', 'tab’', 'şekl', 'mülk', 'cism', 'kâmet', 'şikeste'])
('aşk', ['virür', 'şekl', 'zerre', 'âl', 'üstindedür', 'koy', 'eyleyelüm', 'bâ’is', 'şehenşâh', 'gâyet'])
('hum', ['nazm', 'devrân', '‘âlemde', 'degüldür', 'bak', 'bul', 'tut', 'gûş', 'get', 'ihsân'])
('sahbâ', ['gül', 'la’l', 'kâmet', 'cân', 'gör', 'gün', 'dâg', 'bâkıyâ', 'gel', 'leb'])
('evrâk', ['dûd', 'nergis', 'çeng', 'sâkıyâ', 'rengîn', 'bud', 'çeker', 'seyr', 'üftâde', 'hûrşîd'])
('beyzâ', ['tasvîr', 'dirîg', 'katla', 'gedâ-yı', '‘ar’ar', 'çog', 'yil', 'letâfet', 'cinân', 'çıkmaz'])
('şehâ', ['eflâk', 'eger', 'nâb', 'gül', 'dîvâne', 'mey', 'câm', 'felek', 'geçe', 'bezm'])
('yazma', ['kâse', 'rahmet', 'cenâb', 'câh', 'degüldür', 'kemend', 'peymâne', 'gâyet', 'bârî', 'âsmân'])
('sî', ['hezâr', 'rûh', 'himmet', 'neydügin', 'cefâ', 'gök', 'zâr', 'vire', 'yaz', 'lutf'])
('sahr', ['kadeh', 'geh', 'dehân', 'sevdâ', 'güher', 'lutf', 'değeri', 'sipihr', 'şimşâd', 'velî'])
('zîbâ', ['ruh', 'mahabbet', 'dil', 'baş', 'kıl', 'serv', 'mâh', 'gül', 'gel', 'mihr'])
('bünyâd', ['mer', 'zîbâ', 'gurbet', 'hem-ser', 'müşgîni', 'nâ-yâb', '‘aks', 'sabâ', 'magrûr', 'nâm'])
('als', ['değeriş', 'nev', 'siyâh', 'himmet', 'katı', 'derûn', 'çeng', 'hüsnü', 'mihnet', 'bil'])
('nâb', ['câm', 'gam', 'gel', 'mey', 'gül', 'bezm', 'bâkî', 'tut', 'cân', 'leb'])
('engüşt', ['şîrîn', 'saç', 'nûş', 'geç', 'eylez', 'çîn', 'kad', 'hasret', 'dîde', 'ebrû'])
('bâ', ['harâb', 'halk', '‘âşıka', 'âfitâb', 'sev', 'ezel', 'zerd', 'naza', 'mülk', '‘aşk'])
('olamaz', ['izhâr', 'kâse', 'zer', 'miyân', 'himmet', 'ihsân', 'na’l', 'yana', 'tâk', 'cây'])
('bâkî', ['dil', 'yâr', 'câm', 'gül', 'cân', 'gam', 'kıl', '‘aşk', 'gör', 'gel'])
('geçmiş', ['rez', 'rahmet', 'zevk', 'sirişk', 'merdân', 'çeşme', 'istez', 'perîşân', 'sîr-âb', 'nisbet'])
('gâlib', ['vâ’iz', 'elde', 'nakş', 'eylem', 'sultân', 'kân', 'ruhsâr', 'kand', 'hicrân', 'anı'])
('maksûd', ['baş', 'kal', 'çarh', 'san', 'yâr', 'bülbül', 'zülf', 'gam', 'hâk', '‘âşık'])
('müsellem', ['metâ’', 'nahl', 'ya’nî', 'sûz', 'sohbet', 'gülistân', 'elem', 'tutar', 'eflâk', 'get'])
('sâl', ['mahrem', 'beñzedi', 'gussa', 'devâ', 'hevâ', 'nesîm', 'rûzgâr', 'n’olsa', 'şikest', 'takı'])
('mak', ['pend', 'nâzük', 'kûh-ken', 'eyyâmıdur', 'kûh', 'sabâ', 'aldılar', 'i̇rdi', 'şeh', 'siyâh'])
('sahn', ['gün', 'çeşm', 'gül', 'safâ', 'gam', 'gel', 'bâd', 'san', 'bâkî', 'yâr'])
('dehân', ['şâh', 'bil', 'baş', 'seyr', 'eger', 'âb', 'bâkî', 'dil', 'bezm', '‘aşk'])
('bâz', ['ka’b', 'seng', 'haber', 'karşu', 'meyl', 'cennet', 'baht', '‘âşıka', 'kal', 'dîvâne'])
('tere', ['zevk', 'çihre', 'yârân', 'yiridür', 'rengîn', 'bürrân', 'zerd', 'peymâne', 'olupdur', 'nazm'])
('salı', ['yâr', 'kıl', 'gün', 'derd', 'dil', 'bâkî', '‘aşk', 'âh', 'baş', 'bil'])
('âzâd', ['şi’r', 'kâmet', 'sal', 'hâsılı', 'seyr', 'kadd', 'hemân', 'felek', 'cevr', 'cemâl'])
('cû', ['bit', 'göñlüm', 'yat', 'kurbân', 'hayâ', 'mülk', 'âsmân', 'fenâ', 'matla’', 'nisbet'])
('gil', ['hîç', 'belâgat', 'vuslat', 'istez', 'meyl', 'rûşen', 'dest', 'nahl', 'dem-be-dem', 'cilâ'])
('penbe', ['çîn', 'tol', 'bâg', 'çek', 'şeydâ', 'iste', 'lutf', 'gülzâr', 'cân', 'zencîr'])
('işâret', ['rehin', 'kumâş', 'bîhûde', 'va’llâhi', 'karanfül', 'şehâ', 'hall', 'hırâm', 'vahdet', 'uran'])
('hayme', ['dîdâr', 'incin', 'kanlu', 'ele', 'sohbet', 'eylem', 'saf', 'kân', 'mânend', 'kişi'])
('ayır', ['has', 'müşg', 'iñen', 'bî-vefâ', 'içim', 'ayaguñ', 'cilve', 'vâ’iz', 'resm', 'mîve'])
('biri', ['şehr', 'nûr', 'güzel', 'yak', 'gice', 'bilz', 'hançer', 'rûşen', 'çerâg', 'saç'])
('gözde', ['şekl', 'bâlâ', 'hân', 'zâr', 'dön', 'dile', 'devlet', 'nâle', 'sâf', 'nâz'])
('kesb', ['sakın', 'öykü', 'hâtır', 'yit', 'gedâ', 'söz', 'vasf', 'gez', 'şarâb', 'nâb'])
('tekye', ['deryâ-yı', 'kâse', 'hûnî', 'deryâ', 'âvâre', 'a’lâ', 'gehî', 'fark', 'hilâl', 'sabr'])
('âyet', ['gark', 'bî-hûş', 'hayâ', 'gûy', 'kazâ', 'cilve', 'hadeng', 'zebûn', 'mestâne', 'şikest'])
('sîm', ['geçe', 'cân', 'çeker', 'yaş', 'meclis', 'gamze', 'mâh', 'mahabbet', 'bâg', 'sâkî'])
('ferrâş', ['tâkat', 'şâdmân', 'hayvân', 'esb', 'fârig', 'cûş', 'âyine', 'kays', 'gülle', 'kemend'])
('umar', ['fenâ', 'sûfî', 'devrân', 'çeng', 'çek', 'lâl', 'katı', 'hançer', 'çîn', 'tur'])
('dermân', ['baht', 'kadd', 'kûy', 'beñzer', 'felek', 'mey', 'yâr', 'dil-ber', 'bezm', 'kal'])
('pâ', ['bâğ', 'dâmen', 'izhâr', 'nite', 'kevser', 'hâtem', 'nâ-yâb', 'kemâl', 'bî-çâre', 'gösterz'])
('hey', ['erbâb', 'bul', 'zâr', 'söyle', 'dâg', 'şehr', 'la’l', 'sâgar', 'şevk', 'ruh'])
('sehî', ['teng', 'şehâ', 'tîg', 'mestâne', '‘ömrüm', 'tab’', 'bâr', 'nûş', '‘ârızuñ', 'kâkül'])
('nâvek', ['hırâmân', 'çeng', 'bâ’is', 'bahâr', 'kul', 'rûy', 'sun', 'hüsnü', 'sîne', 'nesîm'])
('dûd', ['dehr', 'nakş', 'âb', '‘aşk', 'kûy', 'ehl', 'cihân', 'mey', 'hâk', '‘aceb'])
('şeydâ', ['kâmet', 'gör', 'çemen', 'devlet', 'dön', 'bâkıyâ', 'gonca', 'hâl', 'mâh', 'bezm'])
('gönder', ['güneş', 'âfet', 'bâlâ', 'rûşen', 'hvâb', 'hırâmân', 'rûy', 'kâkül', 'dile', 'dâgum'])
('nigâr', ['dil', 'gel', '‘âşık', 'zülf', 'bâkî', 'kıl', 'mey', 'san', 'yâr', 'çek'])
('giryân', ['vasf', 'geçe', 'geç', 'tut', 'nâle', 'gonca', 'gel', 'hayâl', 'meger', 'sîne'])
('gaddâr', ['raks', 'peri', 'zeyn', 'minnet', 'zamân', 'kimseye', 'harâb', 'nây', 'dervîş', 'harf'])
('yâdgâr', ['elde', 'garaz', 'boy', 'câh', 'hilâl', 'hayâl', '‘âleme', 'kühl', 'yit', 'değeriz'])
('takı', ['meyl', 'gamze', 'cemâl', '‘ayş', 'tîg', 'şûh', 'hemân', 'meclis', 'şâh', 'subh'])
('bahâne', ['lâleveş', 'yanında', 'görel', 'kanla', 'hânkâh', 'sun’', 'cevâb', 'istignâ', 'sar', '‘ayşa'])
('peymâ', ['yiridür', 'ceng', '‘âkil', 'hûr', '‘izâr', 'sâkıyâ', 'ârâm', 'eylem', 'çâk', 'añma'])
('şehr', ['dil', 'çemen', 'leb', 'cân', 'çek', 'tut', 'âh', 'cihân', 'cevr', 'câm'])
('letâfet', ['tab’', 'bezm', 'kal', 'câm', 'bâkıyâ', 'hâl', 'zahm', 'gel', 'meclis', 'kadd'])
('recâ', ['meydân', 'naza', 'sahn', 'hûb', 'ka’b', 'meger', 'haste', 'kevkeb', 'olmayıcak', 'şeb'])
('mescid', ['göze', 'ebr', 'kenâr', 'harîm', 'bak', 'meh', 'ten', 'hançer', 'gice', 'hurrem'])
('etvâr', ['vahdet', 'şütür', 'dil-berdür', 'bilmeyen', 'teng', 'dâ’imâ', 'fürkatüñde', 'togru', 'bî-sabr', 'har'])
('kitâb', ['zahm', 'sipihr', 'değeriş', 'gevher', 'gice', 'yak', 'nazm', 'düş', 'hâl', 'gör'])
('âbâd', ['dehân', 'mânend', 'ille', '‘arz', 'nûş', 'cilve', 'nihân', 'hilâl', 'saf', 'zemîn'])
('revâ', ['sâye', 'murâd', 'dök', 'peydâ', 'hayâ', 'dest', 'âdem', 'hurrem', 'göze', 'sabâ'])
('ibn', ['tolanur', 'yap', 'miskîn', 'ayrıl', 'açıla', 'mefâ’îlün', 'çevgân', 'şîvekâr', 'ni’met', 'câme'])
('sûretâ', ['bes', 'kitâb', 'yara', 'i̇ki', 'görz', 'giceler', 'hayâ', 'gülgûn', 'bâlâ', 'fazl'])
('kesret', ['harîm', 'kaç', 'zamân', 'bâd', '‘aşkuñ', 'yaş', 'saç', 'açı', 'bak', 'şûh'])
('zeyn', ['boy', 'leb', 'ş', 'dâ’im', 'devlet', 'sîne', 'naza', 'ham', 'şem’', 'çemen'])
('garaz', ['mey', 'hâk', 'baş', 'gel', 'bul', 'hüsn', 'sîne', 'câm', 'bezm', 'dil'])
('huzûr', ['hevâ', 'hatt', 'and', 'nesîm', 'bil', 'güzel', '‘aceb', 'hâk', 'baht', 'kal'])
('kur', ['dil-ârâ', 'nîl-gûn', 'zümürrüd', 'goncaya', 'tama’', 'mukayyed', 'eshâb', 'hayf', 'oda', 'çü'])
('câme', ['ban', 'mushaf', 'per', 'hemîşe', 'çeng', 'hayrân', 'mecrûh', 'enver', 'sîmîn', 'akar'])
('yakı', ['kıble', 'hûb', 'kara', 'meyl', '‘aceb', 'dön', 'hemân', 'rûzgâr', 'lutf', 'zerd'])
('bes', ['sev', 'seng', 'zer', 'minnet', 'bul', '‘âşık', 'hâk', 'meded', 'nâb', 'cânân'])
('dik', ['meded', '‘âdil', 'ezel', 'görü', 'hîç', 'kemân', 'şîrîn', 'çâk', '‘ömr', 'rûz'])
('bas', ['gir', 'nigâr', 'beñzer', 'eger', 'seyr', 'çek', 'zülf', 'kal', 'şarâb', '‘ayş'])
('kadem', ['handân', 'nesîm', 'dehân', 'hâr', 'gir', 'şûh', 'safâ', 'katı', 'cefâ', 'dah'])
('mû', ['tur', 'zer', 'gülşen', 'bak', 'baş', 'şevk', 'kaç', 'derd', 'saç', 'dehr'])
('yeksân', ['hazret', 'cism', 'pâdişâh', 'götür', 'eylez', 'bâgda', 'dâg', 'değeriz', 'nakş', 'hân'])
('şark', ['peykân', 'dâmân', 'mesîh', 'sayd', 'sun’', 'ârzû-yı', 'dimi', 'ahsen', 'berk', 'eksük'])
('vâkıf', ['la’lîn', 'giryân', 'jâle', 'şeb-nem', 'eylem', 'elem', 'dildâr', 'seher', 'mestâne', 'pâre'])
('yol', ['gam', 'sîne', 'bâg', 'bâkıyâ', 'şâh', 'cân', 'yâr', 'gör', 'gül', 'bâkî'])
('gird', ['dü', 'yâr', 'hâk', 'san', 'kal', 'tut', 'dön', 'cihân', 'kıl', 'bâkî'])
('zarûrî', ['hânkâh', 'bûse', 'aç', 'yitz', 'han', 'almada', 'dil-ârâ', 'hâşâk', 'diş', 'tarâb'])
('bâlâ', ['‘aşk', 'gör', 'kadd', 'hemân', 'sîne', 'bâg', 'gün', 'göñül', 'çek', 'bâkıyâ'])
('kâşâne', ['gark', 'rind', 'sâz', 'murassa’', 'şekl', 'fehm', 'hudâvend', 'erbâb', 'nazîr', 'yaraş'])
('bur', ['evc', 'şehenşâh', 'mevzû', 'idüm', 'hâmûn', 'açar', 'i̇rem', 'tenhâ', '‘itâb', 'içz'])
('bîmâr', ['yâr', 'dehr', 'bâg', 'cihân', 'derd', 'zülf', 'şarâb', '‘âşık', 'bâkî', 'âh'])
('semt', ['dil-ber', 'hâr', 'kûy', 'gülşen', 'dehr', 'la’l', 'katı', 'üzre', 'gün', '‘aşk'])
('deryâ', ['sâgar', 'devlet', 'çemen', 'eşk', 'dil', 'gül', 'hançer', 'mâh', 'câm', 'çek'])
('fenn', ['kand', 'devri', 'zülâl', 'efendi', 'dûd', 'hevâ-yı', 'rengîn', 'râz', 'tıfl', 'minnet'])
('sükker', ['kâni’', 'surâhî', 'gonca-leb', 'müşg-bâr', 'mahsûl', 'gül-geşt', 'zamâne', 'hâne', 'sî', 'kebûter'])
('art', ['degüldür', 'gülzâr', 'ned', 'değeri', 'mürg', 'hemân', 'bâg', 'tîr', 'şûh', 'kenâr'])
('şükûfe', ['defter', 'vuslat', 'dehân', '‘âlemi', 'eflâk', 'şeb-nem', 'sev', 'sa’âdet', 'şîrîn', 'sabr'])
('felâh', ['dünyâda', 'ucından', 'sîmîn', 'hârâbat', 'âsitân', 'kitâb', 'magrûr', 'deyr', 'pend', 'ihtiyâr'])
('ufuk', ['elem', 'dâd', 'kalb', 'zîbâ', '‘ömr', 'enver', 'garaz', 'nâme', 'nev-bahâr', 'hîç'])
('sefîd', ['incin', 'zehî', 'şimşâd', 'hall', 'sâf', 'rişte', 'bâr', 'şîrîn', 'âfet', 'şafak'])
('güm', ['şeh', 'begüm', 'aldı', 'sevdâ', 'hayâ', 'gark', 'zâr', 'hûn', 'yaraş', 'devri'])
('gussa', ['hâk', 'sev', 'subh-dem', 'zâr', 'sünbül', 'kûy', 'lutf', 'tut', 'câm', 'değeri'])
('sayd', ['diyü', 'katı', '‘aceb', 'felek', 'değeri', 'değerik', 'ter', 'leb', 'beñzer', 'dûst'])
('deşt', ['‘aşkuñ', 'dah', 'hayâl', 'gamze', 'dîde', 'meclis', 'nihâl', 'göñül', 'gonca', 'mâh'])
('sakf', ['dest', 'midür', 'bend', 'üftâde', 'çâk', 'seyr', 'nâz', 'değerik', 'beñzer', 'gice'])
('dâr', ['seher', 'ikbâl', 'zevrak', 'varak', 'saltanat', 'riyâz', 'tol', 'cânân', 'zer', 'pîr'])
